product_id,revenue,revenue_share,cum_share,abc,rank,mean_demand,std_demand,n_periods,cv,xyz,segment,policy,units
SKU-0081,39080.77,0.0076420727488229895,0.807694188389753,B,27,19.94267515923567,9.83794461948784,157,0.4933111802170524,X,BX,Periodic auto-replenishment; standard buffer,3131
SKU-0052,38707.75,0.007569130327863374,0.8152633187176164,B,28,83.38216560509554,53.296405689151825,157,0.6391823155753447,Y,BY,Monthly review; moderate buffer,13091
SKU-0008,36401.01,0.007118057462804166,0.8223813761804205,B,29,32.72611464968153,14.501817509861834,157,0.44312677093194003,X,BX,Periodic auto-replenishment; standard buffer,5138
SKU-0033,35855.87,0.007011457732596871,0.8293928339130174,B,30,73.78343949044586,42.249915562248745,157,0.5726205752134887,Y,BY,Monthly review; moderate buffer,11584
SKU-0092,33810.909999999996,0.006611574795581221,0.8360044087085987,B,31,46.75796178343949,35.52001986491081,157,0.7596571473628929,Y,BY,Monthly review; moderate buffer,7341
SKU-0024,32440.15,0.006343528704340527,0.8423479374129392,B,32,26.64968152866242,19.819009989129327,157,0.7436865602995469,Y,BY,Monthly review; moderate buffer,4184
SKU-0065,29220.87,0.005714012654405204,0.8480619500673444,B,33,13.089171974522293,7.548455264097504,157,0.5766946357485684,Y,BY,Monthly review; moderate buffer,2055
SKU-0120,29146.61,0.005699491437900831,0.8537614415052452,B,34,20.280254777070063,9.24303923466989,157,0.4557654396492377,X,BX,Periodic auto-replenishment; standard buffer,3184
SKU-0056,28940.2,0.0056591288699144645,0.8594205703751597,B,35,10.949044585987261,11.765222642386433,157,1.0745433128881152,Z,BZ,Reduce commitment; consider vendor-managed inventory,1719
SKU-0055,28875.48,0.005646473158466,0.8650670435336257,B,36,11.898089171974522,7.339028714971543,157,0.6168241478857239,Y,BY,Monthly review; moderate buffer,1868
SKU-0086,28827.21,0.005637034172192554,0.8707040777058183,B,37,37.05732484076433,12.003333958987461,157,0.32391258706789816,X,BX,Periodic auto-replenishment; standard buffer,5818
SKU-0047,28014.26,0.005478065373953531,0.8761821430797718,B,38,52.23566878980892,19.74976148099676,157,0.37808956865217547,X,BX,Periodic auto-replenishment; standard buffer,8201
SKU-0107,27955.57,0.005466588802493235,0.8816487318822651,B,39,24.59235668789809,10.735727205978593,157,0.43654731192401947,X,BX,Periodic auto-replenishment; standard buffer,3861
SKU-0026,26096.67,0.005103089080435889,0.886751820962701,B,40,68.56687898089172,45.679804476285476,157,0.6662080169788035,Y,BY,Monthly review; moderate buffer,10765
SKU-0032,25392.34,0.004965360445632161,0.8917171814083331,B,41,25.178343949044585,12.263403543498205,157,0.48706156244098614,X,BX,Periodic auto-replenishment; standard buffer,3953
SKU-0082,24394.05,0.004770149225269243,0.8964873306336023,B,42,16.97452229299363,9.414901612151185,157,0.5546489880329216,Y,BY,Monthly review; moderate buffer,2665
SKU-0115,24059.76,0.004704780285527164,0.9011921109191294,B,43,35.87261146496815,14.538069438832972,157,0.40526933627428563,X,BX,Periodic auto-replenishment; standard buffer,5632
SKU-0093,23033.5,0.004504099654638697,0.9056962105737681,B,44,43.86624203821656,13.794785126439324,157,0.3144738296574668,X,BX,Periodic auto-replenishment; standard buffer,6887
SKU-0108,21205.77,0.004146695089037603,0.9098429056628058,B,45,25.611464968152866,10.097378233932083,157,0.3942522712577312,X,BX,Periodic auto-replenishment; standard buffer,4021
SKU-0060,20304.2,0.003970397039430179,0.9138133027022359,B,46,26.56050955414013,10.308906766143977,157,0.38812910366537273,X,BX,Periodic auto-replenishment; standard buffer,4170
SKU-0105,17901.93,0.003500643702883458,0.9173139464051194,B,47,22.70063694267516,9.943729481535577,157,0.43803746593745385,X,BX,Periodic auto-replenishment; standard buffer,3564
SKU-0078,17661.93,0.003453712758080745,0.9207676591632001,B,48,9.02547770700637,6.25929979350315,157,0.6935145148764957,Y,BY,Monthly review; moderate buffer,1417
SKU-0074,16827.32,0.0032905084420732774,0.9240581676052734,B,49,15.617834394904458,8.806710023268487,157,0.5638880398259186,Y,BY,Monthly review; moderate buffer,2452
SKU-0101,15727.59,0.0030754610757070797,0.9271336286809805,B,50,17.662420382165607,9.05648523840392,157,0.5127544833860134,Y,BY,Monthly review; moderate buffer,2773
SKU-0002,14633.81,0.0028615772056807824,0.9299952058866613,B,51,19.50955414012739,10.502513639536616,157,0.53832668671474,Y,BY,Monthly review; moderate buffer,3063
SKU-0112,14494.34,0.0028343044603823062,0.9328295103470436,B,52,20.254777070063696,9.04185740689657,157,0.4464061675731954,X,BX,Periodic auto-replenishment; standard buffer,3180
SKU-0069,13966.91,0.0027311678428102444,0.9355606781898539,B,53,26.24203821656051,10.64966670592315,157,0.4058246778713433,X,BX,Periodic auto-replenishment; standard buffer,4120
SKU-0003,11862.34,0.0023196284323792216,0.9378803066222331,B,54,10.070063694267516,7.076608859095929,157,0.7027372491322333,Y,BY,Monthly review; moderate buffer,1581
SKU-0098,11861.54,0.002319471995896546,0.9401997786181296,B,55,48.32484076433121,18.976103920629566,157,0.39267804343467005,X,BX,Periodic auto-replenishment; standard buffer,7587
SKU-0005,11390.14,0.002227291798479884,0.9424270704166096,B,56,28.904458598726116,11.846119909765568,157,0.4098371145511666,X,BX,Periodic auto-replenishment; standard buffer,4538
SKU-0072,11388.44,0.002226959370954198,0.9446540297875637,B,57,7.910828025477707,13.30479757127266,157,1.6818463918597486,Z,BZ,Reduce commitment; consider vendor-managed inventory,1242
SKU-0095,11339.16,0.0022173228836213743,0.9468713526711852,B,58,27.305732484076433,9.707690858271672,157,0.35551841958214425,X,BX,Periodic auto-replenishment; standard buffer,4287
SKU-0057,11046.69,0.0021601316610111686,0.9490314843321963,B,59,6.369426751592357,5.043765667155562,157,0.7918712097434233,Y,BY,Monthly review; moderate buffer,1000
SKU-0075,10730.01,0.002098206279343989,0.9511296906115403,C,60,15.044585987261147,6.932221264098383,157,0.4607784667499772,X,CX,Bulk order infrequently; minimise handling cost,2362
SKU-0111,10548.06,0.002062626756815432,0.9531923173683557,C,61,9.242038216560509,5.789470187315259,157,0.626427856242933,Y,CY,Low priority; simple reorder point,1451
SKU-0076,10381.47,0.0020300508147542487,0.95522236818311,C,62,8.834394904458598,10.952020732499646,157,1.2397024188914525,Z,CZ,Make-to-order or delist; do not hold stock,1387
SKU-0039,9870.99,0.0019302286951588786,0.9571525968782689,C,63,24.21656050955414,9.838645982081998,157,0.40627759578823613,X,CX,Bulk order infrequently; minimise handling cost,3802
SKU-0041,9236.69,0.0018061941189573755,0.9589587909972263,C,64,16.0828025477707,9.383538356898107,157,0.5834516918942585,Y,CY,Low priority; simple reorder point,2525
SKU-0079,8976.85,0.0017553835493843049,0.9607141745466106,C,65,5.159235668789809,8.795766430752956,157,1.7048584316397704,Z,CZ,Make-to-order or delist; do not hold stock,810
SKU-0046,8864.78,0.0017334687536174715,0.962447643300228,C,66,10.13375796178344,6.698732698171707,157,0.6610314479025505,Y,CY,Low priority; simple reorder point,1591
SKU-0016,8783.67,0.0017176080497301879,0.9641652513499582,C,67,16.53503184713376,8.07300714665885,157,0.4882365647247456,X,CX,Bulk order infrequently; minimise handling cost,2596
SKU-0090,8695.12,0.0017002924865540205,0.9658655438365122,C,68,15.242038216560509,12.69484110537969,157,0.8328834323211916,Y,CY,Low priority; simple reorder point,2393
SKU-0099,8494.130000000001,0.0016609897757377818,0.96752653361225,C,69,31.388535031847134,12.701529123333156,157,0.4046550471516448,X,CX,Bulk order infrequently; minimise handling cost,4928
SKU-0102,8268.26,0.0016168218903103286,0.9691433555025604,C,70,11.477707006369426,7.213400978930481,157,0.6284705625372283,Y,CY,Low priority; simple reorder point,1802
SKU-0043,7888.0599999999995,0.0015424754519186975,0.970685830954479,C,71,9.94267515923567,5.904411690679504,157,0.5938453782425894,Y,CY,Low priority; simple reorder point,1561
SKU-0028,7786.19,0.0015225552213059793,0.972208386175785,C,72,30.286624203821656,29.189928662568196,157,0.9637894426967838,Y,CY,Low priority; simple reorder point,4755
SKU-0096,7778.78,0.0015211062283851955,0.9737294924041702,C,73,11.611464968152866,7.952301458140069,157,0.6848663351223209,Y,CY,Low priority; simple reorder point,1823
SKU-0014,7101.58,0.0013886827458002074,0.9751181751499703,C,74,6.165605095541402,4.694305243041366,157,0.76136975532799,Y,CY,Low priority; simple reorder point,968
SKU-0027,6866.13,0.0013426415334927126,0.9764608166834631,C,75,11.445859872611464,5.706940111984434,157,0.4986030036625243,X,CX,Bulk order infrequently; minimise handling cost,1797
SKU-0097,6792.08,0.0013281613815650422,0.9777889780650281,C,76,14.757961783439491,7.830251390899528,157,0.5305781046056219,Y,CY,Low priority; simple reorder point,2317
SKU-0025,6627.41,0.001295960887062281,0.9790849389520904,C,77,7.7834394904458595,6.506720856099464,157,0.835969864490684,Y,CY,Low priority; simple reorder point,1222
SKU-0094,6553.87,0.0012815804633923163,0.9803665194154827,C,78,13.796178343949045,9.115173918128663,157,0.6607028186270545,Y,CY,Low priority; simple reorder point,2166
SKU-0011,6450.58,0.0012613825580228488,0.9816279019735056,C,79,9.464968152866241,5.542988944719894,157,0.585632075586153,Y,CY,Low priority; simple reorder point,1486
SKU-0001,6067.4400000000005,0.0011864612155573846,0.982814363189063,C,80,5.554140127388535,9.522170421933279,157,1.7144274727563358,Z,CZ,Make-to-order or delist; do not hold stock,872
SKU-0036,5974.49,0.0011682852517265003,0.9839826484407895,C,81,15.89171974522293,9.364129333652121,157,0.589245813780915,Y,CY,Low priority; simple reorder point,2495
SKU-0084,5516.85,0.0010787957618118608,0.9850614442026014,C,82,5.885350318471337,6.7243988892214075,157,1.1425656121296115,Z,CZ,Make-to-order or delist; do not hold stock,924
SKU-0006,5513.08,0.0010780585548872514,0.9861395027574887,C,83,4.2165605095541405,5.2358704506626985,157,1.2417396688127547,Z,CZ,Make-to-order or delist; do not hold stock,662
SKU-0034,5407.11,0.0010573365873008203,0.9871968393447895,C,84,10.305732484076433,6.17133823784803,157,0.5988257746243144,Y,CY,Low priority; simple reorder point,1618
SKU-0017,5115.9,0.0010003917521508284,0.9881972310969404,C,85,5.86624203821656,4.269893923802927,157,0.7278755114408899,Y,CY,Low priority; simple reorder point,921
SKU-0010,5064.72,0.00099038372817165,0.989187614825112,C,86,6.687898089171974,4.726973205112898,157,0.7067950411454524,Y,CY,Low priority; simple reorder point,1050
SKU-0029,4978.53,0.0009735296526193757,0.9901611444777313,C,87,14.356687898089172,7.2704289885541815,157,0.506414086602931,Y,CY,Low priority; simple reorder point,2254
SKU-0113,4898.8099999999995,0.0009579407571207412,0.991119085234852,C,88,5.477707006369426,4.978911923226347,157,0.9089408976122518,Y,CY,Low priority; simple reorder point,860
SKU-0040,4478.38,0.0008757275191065556,0.9919948127539586,C,89,5.853503184713376,6.325381600553282,157,1.080614702161986,Z,CZ,Make-to-order or delist; do not hold stock,919
SKU-0048,3924.54,0.0007674265421501618,0.9927622392961087,C,90,8.579617834394904,5.9324481353530825,157,0.6914583201562242,Y,CY,Low priority; simple reorder point,1347
SKU-0049,3771.31,0.000737463089349663,0.9934997023854584,C,91,1.585987261146497,3.09060732971747,157,1.9486961878138265,Z,CZ,Make-to-order or delist; do not hold stock,249
SKU-0119,3413.49,0.000667492961560885,0.9941671953470193,C,92,3.1337579617834397,3.230653544665128,157,1.0309199319358233,Z,CZ,Make-to-order or delist; do not hold stock,492
SKU-0023,2963.91,0.0005795795692092031,0.9947467749162284,C,93,2.254777070063694,5.086312021694594,157,2.2557937497346083,Z,CZ,Make-to-order or delist; do not hold stock,354
SKU-0007,2891.64,0.0005654474884554862,0.9953122224046839,C,94,2.656050955414013,3.5186560950646517,157,1.3247698007797368,Z,CZ,Make-to-order or delist; do not hold stock,417
SKU-0004,2403.91,0.0004700740313362064,0.9957822964360201,C,95,2.3630573248407645,3.9664504351353114,157,1.6785248472135952,Z,CZ,Make-to-order or delist; do not hold stock,371
SKU-0104,2072.61,0.00040528977294812817,0.9961875862089683,C,96,2.1910828025477707,4.379634919162906,157,1.9988450067109775,Z,CZ,Make-to-order or delist; do not hold stock,344
SKU-0050,1942.21,0.00037979062627198747,0.9965673768352403,C,97,2.3248407643312103,3.9046595447463646,157,1.67953848911008,Z,CZ,Make-to-order or delist; do not hold stock,365
SKU-0015,1611.55,0.00031513151707004977,0.9968825083523104,C,98,2.121019108280255,4.040421275432287,157,1.9049433640926998,Z,CZ,Make-to-order or delist; do not hold stock,333
SKU-0051,1590.86,0.0003110856785368492,0.9971935940308473,C,99,1.5605095541401275,2.85849516537724,157,1.8317703712825577,Z,CZ,Make-to-order or delist; do not hold stock,245
SKU-0106,1576.66,0.0003083089309693554,0.9975019029618166,C,100,0.9872611464968153,2.506369478631717,157,2.5387097299689008,Z,CZ,Make-to-order or delist; do not hold stock,155
SKU-0083,1474.55,0.0002883417694118345,0.9977902447312285,C,101,0.6560509554140127,1.6821589294872135,157,2.5640674944610926,Z,CZ,Make-to-order or delist; do not hold stock,103
SKU-0020,1307.19,0.0002556152572360761,0.9980458599884645,C,102,1.3694267515923566,2.869572076120236,157,2.0954549579110564,Z,CZ,Make-to-order or delist; do not hold stock,215
SKU-0009,1205.6,0.00023574977939229438,0.9982816097678568,C,103,2.821656050955414,4.972363603359837,157,1.7622146404683847,Z,CZ,Make-to-order or delist; do not hold stock,443
SKU-0058,1097.91,0.00021469147336811045,0.9984963012412249,C,104,0.5286624203821656,1.4700449563775346,157,2.780687447605698,Z,CZ,Make-to-order or delist; do not hold stock,83
SKU-0085,1085.65,0.0002122940842711052,0.998708595325496,C,105,1.7006369426751593,2.9988565516450496,157,1.7633725790572015,Z,CZ,Make-to-order or delist; do not hold stock,267
SKU-0117,948.68,0.00018551020298099026,0.998894105528477,C,106,0.5605095541401274,1.5538932891530228,157,2.7722868908752796,Z,CZ,Make-to-order or delist; do not hold stock,88
SKU-0012,796.35,0.0001557227412235017,0.9990498282697006,C,107,0.6242038216560509,1.8994399064435885,157,3.0429802582820757,Z,CZ,Make-to-order or delist; do not hold stock,98
SKU-0037,789.27,0.00015433827835182167,0.9992041665480524,C,108,2.4394904458598727,5.206427954594444,157,2.1342276471836232,Z,CZ,Make-to-order or delist; do not hold stock,383
SKU-0114,782.25,0.0001529655482163423,0.9993571320962688,C,109,0.5859872611464968,1.9872819538100892,157,3.3913398559585217,Z,CZ,Make-to-order or delist; do not hold stock,92
SKU-0071,659.05,0.00012887432988428302,0.999486006426153,C,110,0.6369426751592356,1.8157179347265557,157,2.8506771575206926,Z,CZ,Make-to-order or delist; do not hold stock,100
SKU-0070,455.97999999999996,8.916488421308758e-05,0.9995751713103661,C,111,0.3057324840764331,1.035661688537665,157,3.3874767729252797,Z,CZ,Make-to-order or delist; do not hold stock,48
SKU-0077,328.45,6.422695341854604e-05,0.9996393982637847,C,112,0.27388535031847133,0.9581731079089563,157,3.498445998644329,Z,CZ,Make-to-order or delist; do not hold stock,43
SKU-0103,307.36,6.010289664400764e-05,0.9996995011604287,C,113,0.8152866242038217,2.382687708996291,157,2.922515393065763,Z,CZ,Make-to-order or delist; do not hold stock,128
SKU-0087,289.25,5.656156576743626e-05,0.9997560627261961,C,114,0.1337579617834395,0.8172463254286237,157,6.10988919487114,Z,CZ,Make-to-order or delist; do not hold stock,21
SKU-0042,277.56,5.4275637664337455e-05,0.9998103383638605,C,115,0.29936305732484075,1.258127261880939,157,4.202680427985264,Z,CZ,Make-to-order or delist; do not hold stock,47
SKU-0091,238.99,4.67334437433348e-05,0.9998570718076037,C,116,0.8089171974522293,2.2105045193980652,157,2.73267094130312,Z,CZ,Make-to-order or delist; do not hold stock,127
SKU-0044,220.58,4.3133449185760034e-05,0.9999002052567895,C,117,0.4585987261146497,1.2428794414165045,157,2.7101676708665448,Z,CZ,Make-to-order or delist; do not hold stock,72
SKU-0089,217.15,4.246272776628793e-05,0.9999426679845558,C,118,0.7261146496815286,1.759995137552115,157,2.4238529525937023,Z,CZ,Make-to-order or delist; do not hold stock,114
SKU-0018,155.7,3.044645044075998e-05,0.9999731144349966,C,119,0.43312101910828027,1.4063677772915886,157,3.2470550152173443,Z,CZ,Make-to-order or delist; do not hold stock,68
SKU-0035,137.49,2.6885565003854145e-05,1.0000000000000004,C,120,0.22929936305732485,0.8310682919959891,157,3.6243811623158413,Z,CZ,Make-to-order or delist; do not hold stock,36
