product_id,d_bar,sigma_d,n_days,total_units,annual_demand,abc,xyz,segment,unit_price,unit_cost,ss_flat,rop_flat,target_sl,z,ss_opt,rop_opt,ss_uniform,rop_uniform,eoq,order_qty
SKU-0052,11.944343065693431,19.768652943555523,1096,13091,4359.685218978102,B,Y,BY,3.14,2.198,250.83120437956205,334.44160583941607,0.95,1.6448536269514722,94.5793238339581,178.1897252938121,133.76534259594635,217.37574405580037,629.8377984197984,630.0
SKU-0053,2.2910583941605838,5.264696964680909,1096,2511,836.236313868613,A,Y,AY,17.95,12.565,48.11222627737226,64.14963503649635,0.97,1.8807936081512509,27.578811909650874,43.61622066877496,34.11214828492177,50.149557044045864,115.37142661114449,115.0
SKU-0054,5.805656934306569,5.830607707152821,1096,6363,2119.0647810218975,A,X,AX,15.63,10.941,121.91879562043795,162.55839416058393,0.98,2.0537489106318225,39.65355258390905,80.29315112405503,44.91686265745311,85.55646119759909,196.81518627654324,197.0
SKU-0055,1.7043795620437956,2.6788907569672467,1096,1868,622.0985401459853,B,Y,BY,16.4,11.479999999999999,35.79197080291971,47.722627737226276,0.95,1.6448536269514722,12.936418614512332,24.867075548818903,18.296223717699228,30.226880652005796,104.10549294383982,104.0
SKU-0056,1.5684306569343065,4.503764807756832,1096,1719,572.4771897810218,B,Z,BZ,17.83,12.480999999999998,32.93704379562044,43.916058394160586,0.92,1.4050715603096329,17.313035027232743,28.29204962577289,28.664833426649054,39.6438480251892,95.77880181119652,96.0
SKU-0057,0.9124087591240876,1.9259324352355034,1096,1000,333.02919708029196,B,Y,BY,11.72,8.204,19.16058394160584,25.547445255474454,0.95,1.6448536269514722,8.902665856904532,15.289527170773145,12.59121021479005,18.978071528658663,90.10384564764527,90.0
SKU-0058,0.07572992700729927,0.544557476962192,1096,83,27.641423357664234,C,Z,CZ,13.81,9.667,1.5903284671532847,2.1204379562043796,0.85,1.0364333894937898,1.5014840265816278,2.0315935156327227,3.3701868432186215,3.9002963322697166,23.9138411391312,24.0
SKU-0059,14.67609489051095,10.672972466275425,1096,16085,5356.774635036497,A,X,AX,5.66,3.9619999999999997,308.1979927007299,410.93065693430657,0.98,2.0537489106318225,83.64930743503105,186.3819716686077,94.75227838665367,197.4849426202303,520.0073114771823,520.0
SKU-0060,3.8047445255474455,3.969773388569054,1096,4170,1388.7317518248176,B,X,BX,5.18,3.6259999999999994,79.89963503649635,106.53284671532847,0.95,1.6448536269514722,21.33356948547195,47.96678116430407,30.172474440909284,56.8056861197414,276.76443453631094,277.0
SKU-0061,2.5045620437956204,3.512011637807063,1096,2745,914.1651459854014,A,Y,AY,15.7,10.989999999999998,52.59580291970803,70.12773722627738,0.97,1.8807936081512509,19.853814861616286,37.385749168185626,24.55712301166392,42.08905731823326,128.98181418005905,129.0
SKU-0062,3.741788321167883,4.196533261021403,1096,4101,1365.7527372262773,A,X,AX,11.95,8.364999999999998,78.57755474452554,104.77007299270073,0.98,2.0537489106318225,27.498782165195944,53.691300413371124,31.148760735817156,57.34127898399234,180.70412437815307,181.0
SKU-0063,9.61587591240876,7.869093567239892,1096,10539,3509.794708029197,A,X,AX,13.74,9.618,201.93339416058393,269.2445255474453,0.98,2.0537489106318225,58.20915408910294,125.52028547596426,65.93539315535942,133.24652454222075,270.1552855527843,270.0
SKU-0064,3.801094890510949,4.413826210196616,1096,4166,1387.3996350364964,A,X,AX,17.53,12.271,79.82299270072993,106.43065693430657,0.98,2.0537489106318225,28.617671773685625,55.22533600726227,32.41616321550762,59.023827449084266,150.3750579590014,150.0
SKU-0065,1.875,2.7854604564304797,1096,2055,684.375,B,Y,BY,15.06,10.542,39.375,52.5,0.95,1.6448536269514722,13.60106276846915,26.72606276846915,19.23624262832825,32.36124262832825,113.94638725750866,114.0
SKU-0066,37.28923357664234,54.47488896559485,1096,40869,13610.570255474453,A,Y,AY,13.52,9.463999999999999,783.0739051094891,1044.0985401459855,0.97,1.8807936081512509,305.21370356606445,566.2383386025608,377.51789847743123,638.5425335139275,536.3098740182319,536.0
SKU-0067,4.300182481751825,4.442657475669496,1096,4713,1569.566605839416,A,X,AX,13.62,9.533999999999999,90.30383211678831,120.40510948905109,0.98,2.0537489106318225,29.91197092361279,60.01324829587556,33.88225776105731,63.98353513332008,181.45431451908803,181.0
SKU-0068,13.29470802919708,8.665673071244314,1096,14571,4852.568430656935,A,X,AX,8.78,6.145999999999999,279.1888686131387,372.25182481751824,0.98,2.0537489106318225,72.1054329977201,165.16838920209966,81.67615811878171,174.7391143231613,397.378672053281,397.0
SKU-0069,3.759124087591241,3.777415312973761,1096,4120,1372.0802919708028,B,X,BX,3.59,2.513,78.94160583941606,105.25547445255475,0.95,1.6448536269514722,20.57093960364599,46.88480821678468,29.093872445451492,55.407741058590176,330.45210044134467,330.0
SKU-0070,0.043795620437956206,0.405327321609218,1096,48,15.985401459854016,C,Z,CZ,10.11,7.076999999999999,0.9197080291970803,1.2262773722627738,0.85,1.0364333894937898,1.1151675968749546,1.421736939940648,2.5030723580377554,2.8096417011034487,21.25456269153838,21.0
SKU-0071,0.09124087591240876,0.6749773629951928,1096,100,33.302919708029194,C,Z,CZ,7.0,4.8999999999999995,1.916058394160584,2.554744525547445,0.85,1.0364333894937898,1.8605237089170918,2.499209840303953,4.176076744262194,4.8147628756490555,36.86872448601499,37.0
SKU-0072,1.1332116788321167,4.649795114540632,1096,1242,413.6222627737226,B,Z,BZ,9.72,6.804,23.79744525547445,31.729927007299267,0.92,1.4050715603096329,17.576363420725322,25.50884517255014,29.10082079247478,37.0333025442996,110.26426793071441,110.0
SKU-0073,19.255474452554743,12.368854210390115,1096,21104,7028.248175182482,A,X,AX,15.95,11.165,404.3649635036496,539.1532846715328,0.98,2.0537489106318225,103.79081053879341,238.5791317066766,117.56721096329937,252.35553213118257,354.82088794215935,355.0
SKU-0074,2.2372262773722627,3.170111728708641,1096,2452,816.5875912408759,B,Y,BY,7.28,5.096,46.981751824817515,62.64233576642336,0.95,1.6448536269514722,15.636320165156029,31.29690410676187,22.114746004147538,37.77532994575338,179.02005088852079,179.0
SKU-0075,2.1551094890510947,2.9035691132306694,1096,2362,786.6149635036495,C,X,CX,4.82,3.374,45.25729927007299,60.34306569343065,0.92,1.4050715603096329,12.376836874802164,27.462603298159827,20.492072407117313,35.577838830474974,215.93525829233832,216.0
SKU-0076,1.2655109489051095,4.217785382004061,1096,1387,461.911496350365,C,Z,CZ,7.94,5.558,26.5757299270073,35.434306569343065,0.85,1.0364333894937898,11.85953671322136,20.718113355557126,26.61956696839621,35.478143610731976,128.92439803401615,129.0
SKU-0077,0.03923357664233577,0.3741815497190078,1096,43,14.320255474452555,C,Z,CZ,8.11,5.677,0.8239051094890512,1.0985401459854014,0.85,1.0364333894937898,1.0292779859040926,1.303913022400443,2.3102870657944696,2.58492210229082,22.46109546275716,22.0
SKU-0078,1.292883211678832,2.3107816560954264,1096,1417,471.90237226277367,B,Y,BY,13.27,9.289,27.150547445255473,36.200729927007295,0.95,1.6448536269514722,10.918678010344793,19.968860492096617,15.442494675820463,24.492677157572288,100.79908658645823,101.0
SKU-0079,0.7390510948905109,3.236121560097028,1096,810,269.7536496350365,C,Z,CZ,11.8,8.26,15.52007299270073,20.693430656934304,0.85,1.0364333894937898,9.005178730017693,14.17853639425127,20.21275906999326,25.38611673422684,80.81810048785961,81.0
SKU-0080,6.053832116788321,14.626423324725453,1096,6635,2209.6487226277372,A,Y,AY,14.97,10.479,127.13047445255475,169.507299270073,0.97,1.8807936081512509,76.26197959353723,118.63880441105547,94.3282098198752,136.70503463739345,205.3603975537593,205.0
SKU-0081,2.8567518248175183,3.8604078659874137,1096,3131,1042.7144160583941,B,X,BX,13.3,9.31,59.99178832116789,79.98905109489051,0.95,1.6448536269514722,19.249943866534284,39.24720664025691,27.225562965329285,47.22282573905191,149.66589472628357,150.0
SKU-0082,2.4315693430656933,3.3005973861847244,1096,2665,887.5228102189781,B,Y,BY,9.69,6.7829999999999995,51.06295620437956,68.08394160583941,0.95,1.6448536269514722,16.44094513197164,33.4619305334315,23.252742449716315,40.27372785117617,161.76846000346853,162.0
SKU-0083,0.09397810218978102,0.6518818949775336,1096,103,34.30200729927007,C,Z,CZ,15.4,10.78,1.9735401459854014,2.6313868613138687,0.85,1.0364333894937898,1.7981380258060393,2.4559847411345066,4.0360476765506,4.693894391879067,25.226987087987304,25.0
SKU-0084,0.843065693430657,2.8266519070977965,1096,924,307.7189781021898,C,Z,CZ,6.34,4.438,17.704379562043798,23.605839416058394,0.85,1.0364333894937898,7.945650554199255,13.847110408213855,17.834573318465655,23.736033172480255,117.76018781514496,118.0
SKU-0085,0.24361313868613138,1.182040373558448,1096,267,88.91879562043795,C,Z,CZ,4.32,3.024,5.115875912408759,6.821167883211679,0.85,1.0364333894937898,3.2804263806610865,4.985718351464007,7.363148480121534,9.068440450924454,76.68684845669067,77.0
SKU-0086,5.3083941605839415,4.617394427618604,1096,5818,1937.5638686131388,B,X,BX,5.26,3.6819999999999995,111.47627737226277,148.63503649635035,0.95,1.6448536269514722,26.62217386052573,63.780932984613315,37.65224853324098,74.81100765732856,324.41514405661167,324.0
SKU-0087,0.01916058394160584,0.3120087045636618,1096,21,6.993613138686132,C,Z,CZ,14.11,9.876999999999999,0.4023722627737226,0.5364963503649636,0.85,1.0364333894937898,0.8564944901089969,0.9906185777002379,1.9224623177818778,2.056586405373119,11.900172956957828,12.0
SKU-0088,3.7545620437956204,3.9426224021826757,1096,4115,1370.4151459854015,B,X,BX,10.47,7.329,78.84580291970804,105.12773722627738,0.95,1.6448536269514722,21.141126767993956,47.4230610745633,29.900299033113694,56.18223333968304,193.38318641418567,193.0
SKU-0089,0.10401459854014598,0.6510562796246897,1096,114,37.965328467153284,C,Z,CZ,2.05,1.4349999999999998,2.1843065693430654,2.9124087591240873,0.85,1.0364333894937898,1.7982630353242097,2.5263652251052315,4.036328269234876,4.764430459015898,72.74156293344582,73.0
SKU-0090,2.1833941605839415,4.9021603450990625,1096,2393,796.9388686131387,C,Y,CY,3.86,2.702,45.85127737226277,61.13503649635037,0.9,1.2815515655446004,17.53840061985234,32.822159743939935,31.836737664732013,47.12049678881961,242.8761276223914,243.0
SKU-0091,0.11587591240875912,0.8812007992025136,1096,127,42.29470802919708,C,Z,CZ,2.01,1.4069999999999998,2.4333941605839415,3.2445255474452552,0.85,1.0364333894937898,2.4282890814812466,3.2394204683425603,5.450466184825988,6.261597571687302,77.53735191710233,78.0
SKU-0092,6.697992700729927,13.27286639232234,1096,7341,2444.7673357664235,B,Y,BY,4.89,3.4229999999999996,140.65784671532845,187.54379562043795,0.95,1.6448536269514722,61.82189087194235,108.70783977705184,87.43588003370164,134.3218289388111,377.94648918375117,378.0
SKU-0093,6.283759124087592,4.922295832946241,1096,6887,2293.572080291971,B,X,BX,3.56,2.492,131.9589416058394,175.94525547445255,0.95,1.6448536269514722,29.768919246547924,73.75523311516106,42.10275058337661,86.08906445198974,429.0393988923673,429.0
SKU-0094,1.9762773722627738,3.494206975136821,1096,2166,721.3412408759124,C,Y,CY,3.22,2.254,41.50182481751825,55.33576642335767,0.9,1.2815515655446004,12.885111375687453,26.719052981526872,23.38981299037457,37.223754596213986,252.99295241768684,253.0
SKU-0095,3.9114963503649633,3.9654230596489675,1096,4287,1427.6961678832117,B,X,BX,2.8,1.9599999999999997,82.14142335766422,109.52189781021897,0.95,1.6448536269514722,21.526306631500013,48.90678108405476,30.445066264621943,57.825540717176686,381.6847946107658,382.0
SKU-0096,1.6633211678832116,2.91128578835982,1096,1823,607.1122262773722,C,Y,CY,4.54,3.178,34.92974452554744,46.57299270072993,0.9,1.2815515655446004,10.752488286394092,22.395736461576575,19.518549965698906,31.161798140881388,195.46659193762827,195.0
SKU-0097,2.114051094890511,2.9015416486653156,1096,2317,771.6286496350365,C,Y,CY,3.12,2.1839999999999997,44.395072992700726,59.193430656934304,0.9,1.2815515655446004,11.231646579328716,26.030004243562292,20.388346317298545,35.18670398153212,265.8231823078881,266.0
SKU-0098,6.922445255474453,7.178888877961161,1096,7587,2526.6925182481755,B,X,BX,1.66,1.162,145.37135036496352,193.8284671532847,0.95,1.6448536269514722,38.66057302210422,87.11768981042539,54.6783862013676,103.13550298968877,659.459503068455,659.0
SKU-0099,4.4963503649635035,4.908103950090588,1096,4928,1641.1678832116788,C,X,CX,1.83,1.281,94.42335766423358,125.8978102189781,0.92,1.4050715603096329,22.193684934572563,53.66813748931709,36.7456243675571,68.22007692230162,506.1939354311162,506.0
SKU-0100,12.148722627737227,9.851442571586109,1096,13315,4434.283759124088,A,X,AX,6.3,4.409999999999999,255.12317518248176,340.16423357664235,0.98,2.0537489106318225,73.18156928287469,158.2226276770353,82.89513252514058,167.93619091930117,448.4432007162848,448.0
SKU-0101,2.5301094890510947,3.4465264608784656,1096,2773,923.4899635036495,B,Y,BY,6.02,4.2139999999999995,53.13229927007299,70.84306569343065,0.95,1.6448536269514722,17.15351506609225,34.86428148944991,24.26054370581909,41.97131012917675,209.35523359832558,209.0
SKU-0102,1.6441605839416058,2.689947908670017,1096,1802,600.1186131386861,C,Y,CY,4.91,3.437,34.527372262773724,46.03649635036496,0.9,1.2815515655446004,10.047216695147767,21.556340782739007,18.238299438893094,29.747423526484333,186.871804897734,187.0
SKU-0103,0.11678832116788321,0.9436406206308506,1096,128,42.62773722627737,C,Z,CZ,2.61,1.8269999999999997,2.4525547445255476,3.27007299270073,0.85,1.0364333894937898,2.5988991202753873,3.4164173684505696,5.833412455239589,6.6509307034147715,68.31119207655762,68.0
SKU-0104,0.31386861313868614,1.6977097646011767,1096,344,114.56204379562044,C,Z,CZ,6.34,4.438,6.591240875912409,8.788321167883211,0.85,1.0364333894937898,4.700609141897962,6.897689433868765,10.550848896610916,12.747929188581718,71.8524738537326,72.0
SKU-0105,3.2518248175182483,3.87693052224384,1096,3564,1186.9160583941607,B,X,BX,5.33,3.731,68.28832116788321,91.05109489051095,0.95,1.6448536269514722,19.97746275351733,42.74023647614507,28.25450681074265,51.01728053337039,252.23908140673282,252.0
SKU-0106,0.14142335766423358,0.9270562136916686,1096,155,51.61952554744526,C,Z,CZ,10.74,7.518,2.9698905109489053,3.95985401459854,0.85,1.0364333894937898,2.558969534275216,3.5489330379248507,5.743787682008192,6.733751185657828,37.057049820591935,37.0
