product_id,segment,unit_cost,avg_on_hand_units,avg_inventory_value,annual_holding_cost,ordering_cost,demand_units,shortfall_units,fill_rate,stockout_days,n_orders,safety_stock
SKU-0022,AX,3.136,856.4468681844185,2685.8173786263364,671.4543446565841,500.0,24725.0,50.45344830256454,0.9979594156399367,2,20,288.69892396020913
SKU-0023,CZ,6.152999999999999,50.48890303556988,310.65822037786137,77.66455509446534,25.0,114.0,26.18450521647364,0.7703113577502312,1,1,5.5545458784168655
SKU-0024,BY,5.7749999999999995,152.6717219417632,881.6791942136824,220.4197985534206,150.0,1359.0,0.0,1.0,0,6,33.236765437413645
SKU-0025,CY,4.046,86.95002910954551,351.79981777722116,87.94995444430529,75.0,522.0,7.587311991999087,0.9854649195555573,2,3,8.607943482453466
SKU-0026,BY,1.7989999999999997,408.52284818280293,734.9326038808623,183.73315097021558,150.0,3971.0,0.0,1.0,0,6,76.18472449517176
SKU-0027,CX,2.849,108.27438397385271,308.4737199415064,77.1184299853766,75.0,631.0,6.390412968209631,0.98987256264943,3,3,10.132397250768461
SKU-0028,CY,1.218,319.71527875961976,389.4132095292169,97.35330238230422,75.0,1809.0,0.0,1.0,0,3,38.02246554094166
SKU-0029,CY,1.645,161.11808911470175,265.0392565936844,66.2598141484211,75.0,918.0,0.0,1.0,0,3,10.727583165296611
SKU-0030,AY,3.6819999999999995,298.9517567903114,1100.7403685019262,275.18509212548156,200.0,3235.0,89.92711042080214,0.9722018205808958,2,8,100.2918676813876
SKU-0031,AX,3.9199999999999995,259.75801852696907,1018.2514326257186,254.56285815642966,175.0,3020.0,0.0,1.0,0,7,51.966067722049615
SKU-0032,BX,4.774,141.4931697384468,675.488392331345,168.87209808283626,150.0,1500.0,15.345071198822382,0.9897699525341184,2,6,21.40766602745497
SKU-0033,BY,2.303,371.9373179663995,856.571643276618,214.1429108191545,150.0,3711.0,50.45271124642704,0.9864045509979986,4,6,76.56188729371895
SKU-0034,CY,2.4779999999999998,117.77193405350056,291.83885258457434,72.95971314614359,50.0,608.0,0.0,1.0,0,2,9.07908833807209
SKU-0035,CZ,2.856,28.67283482527335,81.88961626098067,20.47240406524517,0.0,5.0,0.0,1.0,0,0,0.8511269960562741
SKU-0036,CY,1.7779999999999998,184.80645698140617,328.58588051294015,82.14647012823504,75.0,972.0,0.0,1.0,0,3,12.676717455358803
SKU-0037,CZ,1.547,94.679012507095,146.46843234847594,36.617108087118986,25.0,174.0,0.0,1.0,0,1,5.443803527992909
SKU-0038,AX,2.884,442.3669112086746,1275.7861719258174,318.94654298145434,275.0,8054.0,70.90941078030494,0.991195752324273,2,11,96.98839943867313
SKU-0039,CX,1.9249999999999998,216.12848279406322,416.04732937857165,104.01183234464291,75.0,1268.0,4.860427917163463,0.9961668549549184,1,3,16.85672536750805
SKU-0040,CZ,3.6259999999999994,79.54921263551829,288.4454450163893,72.11136125409732,50.0,311.0,21.908004058584254,0.9295562570463529,4,2,7.222470393970476
SKU-0041,CY,2.73,137.77440813361727,376.12413420477515,94.03103355119379,100.0,996.0,0.0,1.0,0,4,12.680460028427834
SKU-0042,CZ,4.255999999999999,15.612948650074939,66.44870945471894,16.612177363679734,25.0,30.0,1.470318852798119,0.950989371573396,1,1,1.2294986654500555
SKU-0043,CY,3.7449999999999997,96.87503615414658,362.79701039727894,90.69925259931973,75.0,582.0,0.0,1.0,0,3,8.617474410320972
SKU-0044,CZ,2.254,36.056599741078,81.27157581638981,20.317893954097453,0.0,29.0,0.0,1.0,0,0,1.3666087401781009
SKU-0045,AX,4.255999999999999,489.01255295391445,2081.2374253718594,520.3093563429649,400.0,11231.0,20.460184088041842,0.9981782402201014,1,16,149.15295459808962
SKU-0046,CY,4.151,89.80414144677937,372.7769911455811,93.19424778639528,75.0,494.0,0.0,1.0,0,3,8.905658795044536
SKU-0047,BX,2.541,280.6692356185635,713.1805277067698,178.29513192669245,150.0,2829.0,0.0,1.0,0,6,41.0741476273627
SKU-0048,CY,2.163,124.98657206380028,270.34595537399997,67.58648884349999,25.0,367.0,0.0,1.0,0,1,7.950593161690493
SKU-0049,CZ,11.179,25.03118872737937,279.82365878337396,69.95591469584349,75.0,134.0,12.297204870757199,0.9082298143973343,2,3,3.112466662089519
SKU-0050,CZ,3.9619999999999997,49.3115039471499,195.3721786386079,48.84304465965197,50.0,174.0,0.0,1.0,0,2,4.248792718272776
SKU-0051,CZ,4.76,42.03600683311404,200.0913925256228,50.0228481314057,25.0,101.0,0.0,1.0,0,1,3.249308002997045
SKU-0052,BY,2.198,431.61164310203134,948.6823915382648,237.1705978845662,175.0,4829.0,0.0,1.0,0,7,94.5793238339581
SKU-0053,AY,12.565,88.03139913400854,1106.1145301188171,276.5286325297043,125.0,672.0,30.383779331225043,0.9547860426618675,3,5,27.578811909650874
SKU-0054,AX,10.941,132.54973201669165,1450.2266179946234,362.55665449865586,300.0,2546.0,12.706848875944956,0.9950090931359211,2,12,39.65355258390905
SKU-0055,BY,11.479999999999999,72.60954130224356,833.557534149756,208.389383537439,100.0,518.0,0.0,1.0,0,4,12.936418614512332
SKU-0056,BZ,12.480999999999998,77.94828892831511,972.8725941143007,243.21814852857517,100.0,431.0,27.70795037422711,0.9357124121247631,1,4,17.313035027232743
SKU-0057,BY,8.204,51.28887462482976,420.7739274221034,105.19348185552585,75.0,312.0,3.710472829226859,0.9881074588806832,1,3,8.902665856904532
SKU-0058,CZ,9.667,19.472745847181724,188.2430341047057,47.06075852617643,25.0,28.0,1.9684064843672786,0.9296997684154543,2,1,1.5014840265816278
SKU-0059,AX,3.9619999999999997,354.2833415316213,1403.6705991482836,350.9176497870709,250.0,5478.0,0.0,1.0,0,10,83.64930743503105
SKU-0060,BX,3.6259999999999994,171.32668638948937,621.2305648482884,155.3076412120721,125.0,1470.0,0.033218835695947746,0.9999774021525878,1,5,21.33356948547195
SKU-0061,AY,10.989999999999998,88.01287044892014,967.2614462336322,241.81536155840806,175.0,1021.0,5.614250831814388,0.9945012234752063,1,7,19.853814861616286
SKU-0062,AX,8.364999999999998,127.37349219419303,1065.4792622044245,266.3698155511061,175.0,1283.0,0.0,1.0,0,7,27.498782165195944
SKU-0063,AX,9.618,190.91480602390948,1836.2186043379613,459.05465108449033,300.0,3319.0,0.0,1.0,0,12,58.20915408910294
SKU-0064,AX,12.271,104.4116373771253,1281.2352022547047,320.3088005636762,225.0,1459.0,0.0,1.0,0,9,28.617671773685625
SKU-0065,BY,10.542,76.36139565827499,805.0018330295349,201.2504582573837,125.0,585.0,1.2739372315308515,0.9978223295187507,2,5,13.60106276846915
SKU-0066,AY,9.463999999999999,509.6507330477681,4823.3345375640765,1205.8336343910191,700.0,15340.0,75.76166139743918,0.9950611694004277,3,28,305.21370356606445
SKU-0067,AX,9.533999999999999,126.20502911779339,1203.238747609042,300.8096869022605,200.0,1558.0,0.0,1.0,0,8,29.91197092361279
SKU-0068,AX,6.145999999999999,283.2834576952503,1741.0601309950082,435.26503274875205,300.0,4993.0,0.0,1.0,0,12,72.1054329977201
SKU-0069,BX,2.513,192.21631506609975,483.03959976110866,120.75989994027717,100.0,1383.0,0.0,1.0,0,4,20.57093960364599
SKU-0070,CZ,7.076999999999999,11.531325981036538,81.60719396779557,20.40179849194889,25.0,26.0,0.0,1.0,0,1,1.1151675968749546
SKU-0071,CZ,4.8999999999999995,24.90468929235875,122.03297753255787,30.508244383139466,0.0,37.0,0.0,1.0,0,0,1.8605237089170918
SKU-0072,BZ,6.804,70.7499410629611,481.38259899238733,120.34564974809683,100.0,480.0,0.0,1.0,0,4,17.576363420725322
SKU-0073,AX,11.165,265.3454491677132,2962.5819399575175,740.6454849893794,525.0,7639.0,47.42086829332334,0.9937922675358917,3,21,103.79081053879341
SKU-0074,BY,5.096,115.06128766840568,586.3523219581954,146.58808048954884,75.0,685.0,0.0,1.0,0,3,15.636320165156029
SKU-0075,CX,3.374,136.34016585065658,460.0117195801153,115.00292989502883,75.0,799.0,4.53739670184018,0.9943211555671587,1,3,12.376836874802164
SKU-0076,CZ,5.558,81.50379532919365,452.9980944396583,113.24952360991458,100.0,571.0,3.2818866444428636,0.9942523876629722,1,4,11.85953671322136
SKU-0077,CZ,5.677,19.04089932377031,108.09518546104405,27.023796365261013,0.0,7.0,0.0,1.0,0,0,1.0292779859040926
SKU-0078,BY,9.289,64.40173720442537,598.2277368919073,149.55693422297682,100.0,490.0,0.0,1.0,0,4,10.918678010344793
SKU-0079,CZ,8.26,55.66016700672293,459.7529794755314,114.93824486888285,75.0,289.0,5.821463605748733,0.9798565273157483,3,3,9.005178730017693
SKU-0080,AY,10.479,179.17009891965046,1877.523466579017,469.38086664475424,250.0,2195.0,31.361195588944497,0.9857124393672234,2,10,76.26197959353723
SKU-0081,BX,9.31,95.35679568135279,887.7717677933946,221.94294194834865,175.0,1071.0,0.0,1.0,0,7,19.249943866534284
SKU-0082,BY,6.7829999999999995,114.97973875260959,779.9075679589508,194.9768919897377,125.0,916.0,0.0,1.0,0,5,16.44094513197164
SKU-0083,CZ,10.78,13.146395700038616,141.71814564641627,35.42953641160407,25.0,30.0,0.0,1.0,0,1,1.7981380258060393
SKU-0084,CZ,4.438,72.9293021890358,323.66024311494084,80.91506077873521,50.0,315.0,0.0,1.0,0,2,7.945650554199255
SKU-0085,CZ,3.024,48.16654026927223,145.65561777427922,36.413904443569805,25.0,119.0,0.0,1.0,0,1,3.2804263806610865
SKU-0086,BX,3.6819999999999995,200.26038503940777,737.3587377150993,184.33968442877483,125.0,1937.0,0.0,1.0,0,5,26.62217386052573
SKU-0087,CZ,9.876999999999999,12.683769262631742,125.2775890070137,31.319397251753426,0.0,2.0,0.0,1.0,0,0,0.8564944901089969
SKU-0088,BX,7.329,118.02527918409164,865.0072711402076,216.2518177850519,200.0,1596.0,5.576938925436707,0.9965056773650146,3,8,21.141126767993956
SKU-0089,CZ,1.4349999999999998,55.937324129214815,80.27006012542326,20.067515031355814,0.0,28.0,0.0,1.0,0,0,1.7982630353242097
SKU-0090,CY,2.702,144.31998151327537,389.95259004887004,97.48814751221751,75.0,855.0,42.17784025606005,0.9506691926829707,3,3,17.53840061985234
SKU-0091,CZ,1.4069999999999998,67.24489992039737,94.61357418799909,23.653393546999773,0.0,30.0,0.0,1.0,0,0,2.4282890814812466
SKU-0092,BY,3.4229999999999996,288.16537402362724,986.390075282876,246.597518820719,175.0,2648.0,0.0,1.0,0,7,61.82189087194235
SKU-0093,BX,2.492,259.6812605124213,647.125701196954,161.7814252992385,100.0,2139.0,0.0,1.0,0,4,29.768919246547924
SKU-0094,CY,2.254,153.04782010481452,344.96978651625193,86.24244662906298,50.0,647.0,0.0,1.0,0,2,12.885111375687453
SKU-0095,BX,1.9599999999999997,214.95609615254787,421.31394845899376,105.32848711474844,100.0,1533.0,0.0,1.0,0,4,21.526306631500013
SKU-0096,CY,3.178,108.34642139308343,344.32492718721915,86.08123179680479,50.0,576.0,0.0,1.0,0,2,10.752488286394092
SKU-0097,CY,2.1839999999999997,146.80808643534314,320.62886077478936,80.15721519369734,50.0,764.0,0.0,1.0,0,2,11.231646579328716
SKU-0098,BX,1.162,384.6525494027135,446.96626240595305,111.74156560148826,75.0,2367.0,7.882310189574582,0.9966699154247678,3,3,38.66057302210422
SKU-0099,CX,1.281,287.02704159890607,367.68164028819865,91.92041007204966,75.0,1652.0,0.0,1.0,0,3,22.193684934572563
SKU-0100,AX,4.409999999999999,310.3406758817803,1368.602380638651,342.15059515966277,250.0,4622.0,37.777372322964766,0.9918266178444473,3,10,73.18156928287469
SKU-0101,BY,4.2139999999999995,132.1656513524636,556.9460547992816,139.2365136998204,75.0,828.0,0.0,1.0,0,3,17.15351506609225
SKU-0102,CY,3.437,108.93897627672138,374.42326146309136,93.60581536577284,75.0,590.0,0.44365921726100055,0.9992480352249814,1,3,10.047216695147767
SKU-0103,CZ,1.8269999999999997,42.189020108176585,77.0793397376386,19.26983493440965,0.0,49.0,0.0,1.0,0,0,2.5988991202753873
SKU-0104,CZ,4.438,45.46481272153999,201.77283885819446,50.443209714548615,25.0,112.0,0.0,1.0,0,1,4.700609141897962
SKU-0105,BX,3.731,150.11831866792593,560.0914469500317,140.02286173750792,100.0,1106.0,0.0,1.0,0,4,19.97746275351733
SKU-0106,CZ,7.518,26.955124133476104,202.64862323547334,50.662155808868334,25.0,46.0,0.45106696207514574,0.9901941964766273,1,1,2.558969534275216
SKU-0107,BX,5.369,136.40349313260992,732.3503546289827,183.08758865724567,150.0,1375.0,0.0,1.0,0,6,21.702725709352244
SKU-0108,BX,3.941,161.01866559557158,634.5745611121475,158.64364027803688,100.0,1281.0,0.0,1.0,0,4,20.520657896341483
SKU-0109,AX,2.5269999999999997,797.8679487386827,2016.212306462651,504.05307661566275,375.0,16356.0,0.0,1.0,0,15,212.48290474308212
SKU-0110,AY,9.016,1068.825474278298,9636.530476093136,2409.132619023284,875.0,29702.0,1075.6793754627993,0.9637842779791664,8,35,639.108945705084
SKU-0111,CY,5.418,82.56012599740795,447.3107626539563,111.82769066348908,75.0,453.0,0.0,1.0,0,3,8.298269683039374
SKU-0112,BX,3.381,151.6903491156611,512.8650703600501,128.21626759001254,100.0,1200.0,0.0,1.0,0,4,18.662321918380854
SKU-0113,CY,4.2139999999999995,69.58541459617767,293.2329371082927,73.30823427707317,50.0,304.0,8.314747724966338,0.9726488561678739,2,2,6.192551545106654
SKU-0114,CZ,6.412,21.16277003460643,135.69568146189644,33.92392036547411,25.0,55.0,0.4362595635895161,0.992068007934736,1,1,1.9761491955345718
SKU-0115,BX,3.171,206.9604523302945,656.2715943393638,164.06789858484095,150.0,2163.0,22.48555873736018,0.9896044573567452,4,6,27.543638342931768
SKU-0116,AX,8.645,208.31976528174974,1800.9243708607264,450.2310927151816,300.0,3541.0,0.09389383936030526,0.9999734838070149,1,12,58.52471929932581
SKU-0117,CZ,7.854,20.291622133337377,159.37040023523176,39.84260005880794,25.0,38.0,2.829031604255057,0.9255517998880248,1,1,1.6089246001245043
SKU-0118,AZ,7.538999999999999,152.2220837374364,1147.602289296533,286.90057232413324,150.0,1363.0,138.95431993784655,0.8980525899208756,5,6,47.39695743441622
SKU-0119,CZ,5.228999999999999,41.43438330755012,216.66039031517954,54.165097578794885,25.0,155.0,2.1210642244434297,0.9863157146810101,2,1,3.7366000091332086
SKU-0120,BX,6.797000000000001,118.04236941004059,802.3339848800459,200.58349622001148,150.0,1134.0,18.11180896411682,0.9840283871568635,3,6,17.55242461252552
